epoch,train_loss,val_loss
0.0,1.0913377998010054,1.059265193836855
1.0,1.0411562122158575,0.9716105768931961
2.0,0.8739407353221438,0.8913394413064586
3.0,0.7614660315413619,0.8244314364305586
4.0,0.6477550962123845,0.8192685544438376
5.0,0.5731039098054894,0.812473793937148
6.0,0.5034555810263274,0.7422512007129582
7.0,0.48627793795021695,0.7431050798754472
8.0,0.4496991055306402,0.6776855903992732
9.0,0.35009528591497613,0.6061367880091025
10.0,0.3138254547902936,0.5903086483227583
11.0,0.27004917689331964,0.5765718579048695
12.0,0.24482970814525837,0.5722842315911142
13.0,0.21943018002979517,0.6180239182625292
14.0,0.18180413464124776,0.6240000649272645
15.0,0.17310623155925337,0.6083766577258495
16.0,0.1352549554612604,0.6871928669045859
17.0,0.13823857890278876,0.6011292515033456
18.0,0.14537054991072848,0.5709931958719755
19.0,0.1826765581137315,0.5761833041596212
20.0,0.18444036146748402,0.5437688873158546
21.0,0.15202083816422823,0.5366040972150196
22.0,0.1352626371672616,0.43016950706354534
23.0,0.13524831252199207,0.533570469535643
24.0,0.1263322530486226,0.48537359531539626
25.0,0.09925401551782502,0.6642017208052917
26.0,0.10376410387657045,0.5411333186816419
27.0,0.07508323584286401,0.4654176941360904
28.0,0.06714651840363502,0.6073063707454712
29.0,0.09681027954800374,0.49435295062867063
30.0,0.07476129594662176,0.5396780618734787
31.0,0.11831966981197645,0.5553241539776247
32.0,0.1068778991158729,0.6752385586964229
33.0,0.1100365611044567,0.731327288580444
34.0,0.11092626176097996,0.5904718820903663
35.0,0.07782240633770625,0.5432283455485066
36.0,0.080493749889561,0.5396713743020205
37.0,0.0679999428963523,0.4764840558605506
38.0,0.06978361242340572,0.7360350032098486
39.0,0.0710526065890466,0.6032509330153194
40.0,0.057296805763719316,0.6679559392775266
