epoch,train_loss,val_loss
0.0,1.069766100186357,1.028191293506169
1.0,1.0118041735062033,1.03378672066384
2.0,0.9101276384031722,0.9666955143319487
3.0,0.8307749568280056,0.9753849848818048
4.0,0.7423793320696073,0.8889891791374515
5.0,0.6591501500034025,0.8945233220034934
6.0,0.6025020389622131,0.8367544639389773
7.0,0.5455643383969203,0.8070772598538162
8.0,0.5263244815831489,0.8040485335058223
9.0,0.44835971594300983,0.7859283453257876
10.0,0.4005271656247785,0.7337498830560828
11.0,0.3430098983396088,0.7354944234894712
12.0,0.30412981055334043,0.7608300017677313
13.0,0.26228585868073895,0.6981121108081371
14.0,0.2604205994164213,0.7287777442161416
15.0,0.23059514343101145,0.7614181482556205
16.0,0.20988660309240986,0.7611644229937514
17.0,0.19231650988464802,0.7259435650757976
18.0,0.17595577038179244,0.6679733493883059
19.0,0.14067389101146063,0.6143407775535438
20.0,0.14602636353437112,0.6178336076778363
21.0,0.169619728103716,0.5925329518525193
22.0,0.1507656859421385,0.5865766751965292
23.0,0.14015106602304142,0.6067317857167825
24.0,0.14329890491870212,0.6145873941154895
25.0,0.13619439698677688,0.5977265881496152
26.0,0.13434519125186972,0.5784189119548856
27.0,0.10502596161347649,0.5291717252479935
28.0,0.10835500339292839,0.6099296694729286
29.0,0.09709025192511132,0.5793058322174146
30.0,0.08870622237402201,0.501985956365957
31.0,0.07841055408500971,0.5423596108629422
32.0,0.08667334977807484,0.5377303096069541
33.0,0.07597055904433475,0.5840437326261985
34.0,0.06790940017972259,0.5408193294510262
35.0,0.08035151554906013,0.5331823565707647
36.0,0.0773155495482652,0.6182353706813646
37.0,0.06958565057909799,0.5887133324370444
38.0,0.07773869858305518,0.5775773298814566
39.0,0.07395866747359767,0.6035521666529086
40.0,0.07703275264261197,0.6122798486023437
41.0,0.07618862189092976,0.6589639884470292
42.0,0.09740640782879376,0.7215909274954273
43.0,0.07330637753665202,0.7372942440210352
44.0,0.08489884781051238,0.6830272511844432
45.0,0.0741021744418864,0.6595320780343282
46.0,0.063039196647953,0.6913767784327902
47.0,0.0617217908350116,0.7068143300851674
48.0,0.05648527760281541,0.7265388006331371
