epoch,train_loss,val_loss
0.0,1.0901738820853017,1.0367286298037766
1.0,0.9326239632304496,0.9390961371294514
2.0,0.8328199830513373,0.8398154609941059
3.0,0.7436888537660477,0.907780518558212
4.0,0.6763060807215527,0.7572264724429772
5.0,0.6189874636263628,0.7256213563028178
6.0,0.5581094854469656,0.724097986597093
7.0,0.5126315169862954,0.6465293857319453
8.0,0.45806987910164154,0.7941638399082994
9.0,0.45841432666188947,0.6938396081803149
10.0,0.46619658181733403,0.713924112635497
11.0,0.4232546147487096,0.7362954005079079
12.0,0.375069593188725,0.6485364901258132
13.0,0.36847669062141264,0.7038093538808331
14.0,0.3834266173084767,0.6251774381727959
15.0,0.35502845795115734,0.6599105630745056
16.0,0.31790420141064024,0.6410914241869019
17.0,0.30872938562752866,0.6780064056530933
18.0,0.31443497815037025,0.7147410795902522
19.0,0.2549462920720003,0.6954005816285452
20.0,0.2552046830931817,0.6616565212776887
21.0,0.23152948255987774,0.7482304497170572
22.0,0.23832737266732185,0.7179959760482482
23.0,0.21628582320676137,0.6816278546195617
24.0,0.20717708054093575,0.6258399134855714
25.0,0.23877059520650995,0.6637746596974242
26.0,0.18054177680435432,0.7697776137427376
27.0,0.16178663877599453,0.6862436581672621
28.0,0.1740939999999927,0.6390296295062387
29.0,0.16530606455650124,0.6974858285597173
30.0,0.15079976987575172,0.6240168984702913
31.0,0.15859578906424449,0.7230166795904959
32.0,0.1623792806267068,0.6742798797187467
33.0,0.13620120710316624,0.628460738274888
34.0,0.11072813960800011,0.7147615109916439
35.0,0.12540750212677973,0.6370145122640033
36.0,0.12365839984534291,0.6624397486114575
37.0,0.12961225828545467,0.7632977262464505
38.0,0.11879216502084643,0.7499830232182827
39.0,0.1080111789153867,0.6530927609338575
40.0,0.12158690997856336,0.679139828464485
41.0,0.09874521893716061,0.6990686102034573
42.0,0.09290118734473975,0.6565060789901984
43.0,0.12322990974718953,0.7155097703468983
44.0,0.12571317670873772,0.8008469700146722
45.0,0.1298183380887747,0.5946556820067976
46.0,0.14874991281467043,0.6480594471921955
47.0,0.08456393796509015,0.6656859538087846
48.0,0.0914688991265411,0.6407677987123106
49.0,0.09317440285949283,0.630791136700173
50.0,0.09747721262409365,0.6883410657823968
51.0,0.09601550979513063,0.6737917915525741
52.0,0.11044537192791155,0.651733974110221
53.0,0.08772585641183836,0.6963599547011787
54.0,0.10285553507911327,0.6451447094721149
55.0,0.07542991441211735,0.6611613098579959
56.0,0.06977177587324904,0.6828842425598335
57.0,0.05534937878733413,0.7073672046380359
58.0,0.09286971759395615,0.6768869951524907
59.0,0.05295241351759511,0.7092659719446026
60.0,0.04327954368506881,0.7194038982602783
61.0,0.040385813605978496,0.7263645736676998
62.0,0.04789401011841477,0.6625751682513936
63.0,0.052090614417698286,0.7715041861638069
