epoch,train_loss,val_loss
0.0,1.1079301481061032,1.074875310565657
1.0,1.0265014907647638,1.0816212221564085
2.0,0.94083151083101,1.0285991280483089
3.0,0.8097670424132826,0.9175826120683266
4.0,0.7366693648090779,0.8666283463691361
5.0,0.6944187132793211,0.8576956057661681
6.0,0.6210889576292311,0.8106608405632733
7.0,0.5853077845085384,0.7892955899399723
8.0,0.5261693982876449,0.8354866982993417
9.0,0.48618187895992376,0.737900774832982
10.0,0.46077021808276264,0.743752836079195
11.0,0.4150137410483988,0.7074688970990245
12.0,0.39950630157401174,0.7145661738529058
13.0,0.3656561776471302,0.7401704842413349
14.0,0.34474581608087335,0.7022282326272866
15.0,0.3722091884063807,0.6796933976359192
16.0,0.343091723115534,0.6780419041174274
17.0,0.33247612264463344,0.6703120967349522
18.0,0.30717786369387945,0.7013580236483546
19.0,0.3101050542281155,0.6853841405189096
20.0,0.2882033744292875,0.7150705951366052
21.0,0.2746822199653808,0.659492609412417
22.0,0.24608931210596235,0.6539220370519291
23.0,0.2430890932512037,0.682268726184512
24.0,0.26459051743978246,0.7683925904425021
25.0,0.23737289864280095,0.6999353928302778
26.0,0.24907213743317427,0.6258572600567011
27.0,0.2198250634004291,0.6903344688499777
28.0,0.2095265421221346,0.677132828687619
29.0,0.18360553538579732,0.7100956650143371
30.0,0.18437988486610588,0.6940333493228338
31.0,0.17310215154594694,0.7064300987101416
32.0,0.18409156547627478,0.7280325637597799
33.0,0.18636050062218545,0.6605600996460831
34.0,0.169500967003787,0.7618711464786332
35.0,0.16218408567653808,0.8083179828821344
36.0,0.1758353231298227,0.7698967353395973
37.0,0.15381562329355988,0.7729157474537356
38.0,0.15123140157319515,0.7731044068582019
39.0,0.1501159631327788,0.761866390809641
40.0,0.16646375444860054,0.7642946602995085
41.0,0.15394956417968625,0.7862250758018648
42.0,0.18390435016094833,0.8694284950414961
43.0,0.18801248942418788,0.719730754002055
44.0,0.1807099032334311,0.632941894118967
